ZAR_NAZ;OKRES;KAPACITA;X;Y
Školní jídelna;Tøebíè;400;16,05750486;49,10682524
Mateøská škola;Tøebíè;67;16,05750486;49,10682524
Školní jídelna;Havlíèkùv Brod;100;15,27531223;49,69824284
Mateøská škola;Havlíèkùv Brod;87;15,27531223;49,69824284
Støední škola;Jihlava;0;15,48295646;49,29166369
Mateøská škola;Havlíèkùv Brod;0;15,47751212;49,8132525
Školní jídelna;Havlíèkùv Brod;0;15,47751212;49,8132525
Školní jídelna;Tøebíè;0;15,67801334;49,14422263
Mateøská škola;Tøebíè;60;15,67801334;49,14422263
Základní umìlecká škola;Pelhøimov;0;15,21592089;49,42910521
Školní jídelna - výdejna;Jihlava;100;15,59857595;49,46533848
Mateøská škola;Jihlava;45;15,59857595;49,46533848
Školní jídelna - výdejna;Jihlava;100;15,59857595;49,46533848
Mateøská škola;Jihlava;45;15,59857595;49,46533848
Školní jídelna - výdejna;Jihlava;100;15,59857595;49,46533848
Mateøská škola;Jihlava;45;15,59857595;49,46533848
DDM;Žïár nad Sázavou;0;15,95607282;49,33394553
dùm dìtí a mládeže;Havlíèkùv Brod;0;15,27244859;49,6926185
MŠ;Tøebíè;0;15,86606268;49,20852802
ŠJ-v;Tøebíè;0;15,86606268;49,20852802
Základní škola;Tøebíè;750;15,86606268;49,20852802
Školní jídelna;Tøebíè;750;15,86606268;49,20852802
Školní družina;Tøebíè;150;15,86606268;49,20852802
Školní klub;Tøebíè;400;15,86606268;49,20852802
Základní škola;Tøebíè;750;15,86606268;49,20852802
Školní jídelna;Tøebíè;750;15,86606268;49,20852802
Školní družina;Tøebíè;150;15,86606268;49,20852802
Školní klub;Tøebíè;400;15,86606268;49,20852802
Mateøská škola;Tøebíè;0;15,86606268;49,20852802
Školní jídelna - výdejna;Tøebíè;0;15,86606268;49,20852802
Základní škola;Tøebíè;750;15,86606268;49,20852802
Školní jídelna;Tøebíè;750;15,86606268;49,20852802
Školní družina;Tøebíè;150;15,86606268;49,20852802
Školní klub;Tøebíè;400;15,86606268;49,20852802
Školní jídelna;Tøebíè;50;15,86171088;49,20863391
Mateøská škola;Tøebíè;50;15,86171088;49,20863391
Školní jídelna - výdejna;Jihlava;200;15,48054748;49,29068659
Dùm dìtí a mládeže;Jihlava;0;15,48054748;49,29068659
Školní jídelna - výdejna;Jihlava;0;15,48054748;49,29068659
ŠJ - v;Jihlava;0;15,48054748;49,29068659
Mateøská škola;Jihlava;0;15,48054748;49,29068659
Dùm dìtí a mládeže;Jihlava;0;15,48054748;49,29068659
Základní škola;Jihlava;0;15,48054748;49,29068659
Školní jídelna - výdejna;Jihlava;200;15,48054748;49,29068659
Speciálnì pedagogické centrum;Havlíèkùv Brod;0;15,57693948;49,60852756
Speciálnì pedagogické centrum;Havlíèkùv Brod;0;15,57693948;49,60852756
Speciálnì pedagogické centrum;Havlíèkùv Brod;0;15,57693948;49,60852756
Speciálnì pedagogické centrum;Havlíèkùv Brod;0;15,57693948;49,60852756
Školní jídelna;Havlíèkùv Brod;582;15,73776548;49,57764106
Školní jídelna;Havlíèkùv Brod;582;15,73776548;49,57764106
Školní jídelna;Havlíèkùv Brod;582;15,73776548;49,57764106
Školní jídelna;Havlíèkùv Brod;582;15,73776548;49,57764106
Školní jídelna;Havlíèkùv Brod;582;15,73776548;49,57764106
Školní jídelna;Havlíèkùv Brod;582;15,73776548;49,57764106
Školní jídelna;Havlíèkùv Brod;582;15,73776548;49,57764106
Školní jídelna;Havlíèkùv Brod;582;15,73776548;49,57764106
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,07139577;49,57070232
Støední škola;Žïár nad Sázavou;575;16,07139577;49,57070232
Støední škola;Žïár nad Sázavou;360;16,07139577;49,57070232
Domov mládeže;Žïár nad Sázavou;151;16,07139577;49,57070232
Školní jídelna;Žïár nad Sázavou;400;16,07139577;49,57070232
Školní jídelna;Pelhøimov;280;14,96714367;49,37072451
Základní umìlecká škola;Pelhøimov;0;14,96714367;49,37072451
Základní škola;Pelhøimov;215;14,96714367;49,37072451
Školní družina;Pelhøimov;90;14,96714367;49,37072451
Mateøská škola;Pelhøimov;0;14,96714367;49,37072451
Školní jídelna - výdejna;Pelhøimov;0;14,96714367;49,37072451
Dìtský domov se školou;Jihlava;0;15,58598331;49,39526862
Školní jídelna;Tøebíè;280;15,89487914;49,22057451
Mateøská škola;Tøebíè;115;15,89487914;49,22057451
Základní škola;Tøebíè;1000;15,89685908;49,21933589
Školní družina;Tøebíè;200;15,89685908;49,21933589
Školní jídelna;Tøebíè;1140;15,89685908;49,21933589
Školní klub;Tøebíè;100;15,89685908;49,21933589
Školní jídelna;Havlíèkùv Brod;100;15,7308936;49,57756769
Mateøská škola;Havlíèkùv Brod;50;15,7308936;49,57756769
Støední škola;Tøebíè;390;15,8819836;49,21337355
Jazyková škola s právem stát.jaz.zko;Tøebíè;90;15,8819836;49,21337355
Vyšší odborná škola;Tøebíè;0;15,8819836;49,21337355
Støední škola;Tøebíè;390;15,8819836;49,21337355
Jazyková škola s právem stát.jaz.zko;Tøebíè;90;15,8819836;49,21337355
Základní umìlecká škola;Pelhøimov;113;15,18372808;49,25173401
Domov mládeže;Havlíèkùv Brod;210;15,58724328;49,60593867
Školní jídelna;Havlíèkùv Brod;200;15,58724328;49,60593867
Støední škola;Havlíèkùv Brod;489;15,58724328;49,60593867
Støední škola;Havlíèkùv Brod;761;15,58724328;49,60593867
Vyšší odborná škola;Jihlava;0;15,60679417;49,39713552
Støední škola;Jihlava;0;15,60679417;49,39713552
DDM;Jihlava;0;15,59576069;49,39393263
DDM;Jihlava;0;15,59576069;49,39393263
Dùm dìtí a mládeže;Jihlava;0;15,59576069;49,39393263
DDM;Jihlava;0;15,59576069;49,39393263
Jídelna;Žïár nad Sázavou;110;15,93247276;49,56448173
Mateøská škola;Žïár nad Sázavou;98;15,93247276;49,56448173
Jídelna;Žïár nad Sázavou;110;15,93247276;49,56448173
Mateøská škola;Žïár nad Sázavou;98;15,93247276;49,56448173
Jídelna;Žïár nad Sázavou;110;15,93247276;49,56448173
Mateøská škola;Žïár nad Sázavou;98;15,93247276;49,56448173
Školní družina;Jihlava;50;15,55882171;49,14200924
Základní škola;Jihlava;350;15,55882171;49,14200924
Mateøská škola;Jihlava;0;15,55853293;49,14104573
Školní jídelna;Jihlava;0;15,55853293;49,14104573
Mateø škola s jazyk. pø.;Jihlava;119;15,6018317;49,39991281
Školní jídelna;Jihlava;180;15,6018317;49,39991281
Mateø škola s jazyk. pø.;Jihlava;119;15,6018317;49,39991281
Školní jídelna;Jihlava;180;15,6018317;49,39991281
Školní jídelna - výdejna;Jihlava;0;15,60145042;49,40021816
Základní škola;Jihlava;50;15,60145042;49,40021816
Školní družina;Jihlava;20;15,60145042;49,40021816
Støední škola;Jihlava;0;15,60145042;49,40021816
Mateøská škola;Jihlava;109;15,59826245;49,40317749
Školní jídelna;Jihlava;126;15,59826245;49,40317749
Mateøská škola;Jihlava;109;15,59826245;49,40317749
Školní jídelna;Jihlava;126;15,59826245;49,40317749
Školní jídelna - výdejna;Jihlava;0;15,59767295;49,40365381
Mateøská škola;Jihlava;0;15,59767295;49,40365381
Školní jídelna - výdejna;Jihlava;0;15,59767295;49,40365381
Mateøská škola;Jihlava;0;15,59767295;49,40365381
Mateøská škola;Havlíèkùv Brod;100;15,67596103;49,7211009
Školní jídelna;Havlíèkùv Brod;120;15,67596103;49,7211009
Základní škola;Havlíèkùv Brod;600;15,66940339;49,72113246
Školní družina;Havlíèkùv Brod;105;15,66940339;49,72113246
Školní klub;Havlíèkùv Brod;20;15,66940339;49,72113246
Základní škola;Tøebíè;110;15,89120257;49,21480479
Školní jídelna;Tøebíè;120;15,89120257;49,21480479
Školní družina;Tøebíè;30;15,89120257;49,21480479
Školní jídelna;Tøebíè;100;15,89027295;49,21459392
Mateøská škola;Tøebíè;100;15,89027295;49,21459392
Školní jídelna;Tøebíè;100;15,89027295;49,21459392
Mateøská škola;Tøebíè;100;15,89027295;49,21459392
Školní jídelna;Žïár nad Sázavou;100;16,02167489;49,35422803
Mateøská škola;Žïár nad Sázavou;100;16,02167489;49,35422803
Školní jídelna;Žïár nad Sázavou;100;16,02167489;49,35422803
Mateøská škola;Žïár nad Sázavou;100;16,02167489;49,35422803
Školní jídelna;Žïár nad Sázavou;100;16,02167489;49,35422803
Mateøská škola;Žïár nad Sázavou;100;16,02167489;49,35422803
DDM;Jihlava;0;15,70575997;49,2962338
Dùm dìtí a mládeže;Jihlava;0;15,70575997;49,2962338
ŠK;Havlíèkùv Brod;100;15,73698916;49,57778399
Základní škola;Havlíèkùv Brod;600;15,73698916;49,57778399
Školní družina;Havlíèkùv Brod;160;15,73698916;49,57778399
Školní klub;Havlíèkùv Brod;100;15,73698916;49,57778399
ŠD;Havlíèkùv Brod;160;15,73698916;49,57778399
Dùm dìtí a mládeže;Pelhøimov;0;15,22224925;49,43144871
Dùm dìtí a mládeže;Pelhøimov;0;15,22224925;49,43144871
Školní jídelna;Jihlava;45;15,59744933;49,40813816
Dìtský domov se školou;Jihlava;31;15,59744933;49,40813816
Základní škola;Jihlava;0;15,59744933;49,40813816
Školní knihovna;Jihlava;0;15,60748236;49,4023228
Základní škola;Jihlava;565;15,60748236;49,4023228
Školní družina;Jihlava;75;15,60748236;49,4023228
Školní klub;Jihlava;45;15,60748236;49,4023228
Školní jídelna;Jihlava;1300;15,60833729;49,40204984
Základní škola;Jihlava;800;15,60833729;49,40204984
Školní družina;Jihlava;140;15,60833729;49,40204984
Školní klub;Jihlava;30;15,60833729;49,40204984
Školní knihovna;Jihlava;0;15,60833729;49,40204984
Speciálnì pedagogické centrum;Jihlava;510;15,60918895;49,40064277
Školní jídelna;Jihlava;140;15,60918895;49,40064277
Mateøská škola;Jihlava;120;15,60918895;49,40064277
SpeSPC;Jihlava;510;15,60918895;49,40064277
Školní knihovna;Jihlava;0;15,60748236;49,4023228
Základní škola;Jihlava;565;15,60748236;49,4023228
Školní družina;Jihlava;75;15,60748236;49,4023228
Školní klub;Jihlava;45;15,60748236;49,4023228
Školní jídelna;Jihlava;1300;15,60833729;49,40204984
Základní škola;Jihlava;800;15,60833729;49,40204984
Školní družina;Jihlava;140;15,60833729;49,40204984
Školní klub;Jihlava;30;15,60833729;49,40204984
Školní knihovna;Jihlava;0;15,60833729;49,40204984
Školní jídelna - výdejna;Jihlava;0;15,60986303;49,40179039
Mateøská škola;Jihlava;0;15,60986303;49,40179039
ŠJ - v;Jihlava;0;15,60986303;49,40179039
Školní jídelna - výdejna;Tøebíè;0;15,88288147;49,2072893
Støední škola;Tøebíè;491;15,88288147;49,2072893
Domov mládeže;Tøebíè;40;15,88288147;49,2072893
Školní jídelna;Tøebíè;100;15,88464467;49,20661711
Mateøská škola;Tøebíè;100;15,88464467;49,20661711
Školní jídelna;Tøebíè;100;15,88464467;49,20661711
Mateøská škola;Tøebíè;100;15,88464467;49,20661711
Základní škola;Pelhøimov;24;14,96426867;49,36911529
Støední škola;Pelhøimov;12;14,96426867;49,36911529
Školní družina;Pelhøimov;30;14,96426867;49,36911529
Základní škola;Tøebíè;130;15,80908092;49,05348157
Základní škola;Tøebíè;12;15,80908092;49,05348157
Školní družina;Tøebíè;8;15,80908092;49,05348157
Støední škola;Tøebíè;0;15,80908092;49,05348157
Základní umìlecká škola;Žïár nad Sázavou;730;15,94168049;49,56058863
Vyšší odborná škola;Žïár nad Sázavou;0;15,93979308;49,56613452
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,93979308;49,56613452
Zaøízení pro DVPP;Žïár nad Sázavou;0;15,93979308;49,56613452
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,02568792;49,42570713
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,02568792;49,42570713
Vyšší odborná škola;Žïár nad Sázavou;0;15,93979308;49,56613452
Vyšší odborná škola;Žïár nad Sázavou;0;15,93979308;49,56613452
Speciálnì pedagogické centrum;Tøebíè;0;15,88903362;49,22403056
Støední škola;Žïár nad Sázavou;210;16,25579203;49,52399065
Školní jídelna;Žïár nad Sázavou;650;16,25579203;49,52399065
Domov mládeže;Žïár nad Sázavou;178;16,25579203;49,52399065
Internát;Žïár nad Sázavou;0;16,25579203;49,52399065
Vyšší odborná škola;Žïár nad Sázavou;134;16,25579203;49,52399065
Školní jídelna;Žïár nad Sázavou;98;16,07800268;49,56663584
Mateøská škola;Žïár nad Sázavou;98;16,07800268;49,56663584
Mateøská škola;Havlíèkùv Brod;29;15,27810577;49,68896421
Školní jídelna;Havlíèkùv Brod;30;15,27810577;49,68896421
Speciální mateøská škola;Tøebíè;31;15,87888892;49,20569501
Školní jídelna - výdejna;Tøebíè;0;15,87888892;49,20569501
Mateøská škola;Tøebíè;100;15,8881814;49,22299933
Školní jídelna;Tøebíè;100;15,8881814;49,22299933
Mateøská škola;Tøebíè;100;15,8881814;49,22299933
Školní jídelna;Tøebíè;100;15,8881814;49,22299933
Støední škola;Pelhøimov;0;15,36845629;49,54852019
Školní jídelna - výdejna;Pelhøimov;0;15,36845629;49,54852019
Domov mládeže;Pelhøimov;0;15,36845629;49,54852019
Školní statek;Pelhøimov;0;15,36845629;49,54852019
Støední škola;Pelhøimov;0;15,36845629;49,54852019
Školní jídelna - výdejna;Pelhøimov;0;15,36845629;49,54852019
Domov mládeže;Pelhøimov;0;15,36845629;49,54852019
Støední škola;Jihlava;0;15,58449146;49,39635687
Vyšší odborná škola;Jihlava;0;15,58449146;49,39635687
Støední škola;Jihlava;0;15,58449146;49,39635687
Vyšší odborná škola;Jihlava;0;15,58449146;49,39635687
Školní jídelna - výdejna;Jihlava;74;15,58416854;49,39600054
Mateøská škola Dvoøákova 11;Jihlava;62;15,58416854;49,39600054
Školní jídelna - výdejna;Jihlava;74;15,58416854;49,39600054
Mateøská škola Dvoøákova 11;Jihlava;62;15,58416854;49,39600054
Vyšší odborná škola;Jihlava;20;15,58474749;49,39564121
Støední škola;Žïár nad Sázavou;242;15,93997815;49,5577039
Školní jídelna;Žïár nad Sázavou;180;15,93997815;49,5577039
Vyšší odborná škola;Žïár nad Sázavou;90;15,93997815;49,5577039
Støední škola;Žïár nad Sázavou;242;15,93997815;49,5577039
Školní jídelna;Žïár nad Sázavou;180;15,93997815;49,5577039
Vyšší odborná škola;Žïár nad Sázavou;90;15,93997815;49,5577039
Støední škola;Žïár nad Sázavou;242;15,93997815;49,5577039
Školní jídelna;Žïár nad Sázavou;180;15,93997815;49,5577039
Vyšší odborná škola;Žïár nad Sázavou;90;15,93997815;49,5577039
Vyšší odborná škola;Jihlava;20;15,58474749;49,39564121
Mateøská škola;Tøebíè;50;16,14814704;49,20994893
Školní jídelna - výdejna;Tøebíè;0;16,14814704;49,20994893
Základní škola;Jihlava;760;15,57364076;49,40103862
Školní družina;Jihlava;200;15,57364076;49,40103862
Školní klub;Jihlava;20;15,57364076;49,40103862
Školní klub;Jihlava;20;15,57364076;49,40103862
Školní klub;Jihlava;20;15,57364076;49,40103862
Školní klub;Jihlava;20;15,57364114;49,40103868
ŠJ;Jihlava;784;15,57364114;49,40103868
ŠD;Jihlava;200;15,57364114;49,40103868
Mateøská škola;Jihlava;95;15,57457817;49,39982792
Školní jídelna;Jihlava;120;15,57457817;49,39982792
Mateøská škola;Jihlava;95;15,57457817;49,39982792
Školní jídelna;Jihlava;120;15,57457817;49,39982792
Školní jídelna;Havlíèkùv Brod;300;15,65768462;49,54242378
Školní jídelna;Havlíèkùv Brod;300;15,65768462;49,54242378
Školní jídelna;Havlíèkùv Brod;300;15,65768462;49,54242378
Školní jídelna;Havlíèkùv Brod;300;15,65768462;49,54242378
Dùm dìtí a mládeže;Havlíèkùv Brod;0;15,65768462;49,54242378
Školní jídelna;Havlíèkùv Brod;300;15,65768462;49,54242378
Školní jídelna;Havlíèkùv Brod;300;15,65768462;49,54242378
Dùm dìtí a mládeže;Havlíèkùv Brod;0;15,65768462;49,54242378
Školní družina;Tøebíè;0;16,06643524;49,25050857
Základní škola;Tøebíè;21;16,06643524;49,25050857
Mateøská škola;Tøebíè;0;16,06643524;49,25050857
Školní jídelna - výdejna;Tøebíè;0;16,06643524;49,25050857
Mateøská škola;Tøebíè;20;15,75769281;49,16998092
školní jídelna;Tøebíè;0;15,75769281;49,16998092
Základní umìlecká škola;Tøebíè;0;16,1921755;49,08125127
Základní umìlecká škola;Tøebíè;0;16,0038338;49,27138287
Školní družina;Tøebíè;0;16,06643524;49,25050857
Základní škola;Tøebíè;21;16,06643524;49,25050857
Mateøská škola;Tøebíè;0;16,06643524;49,25050857
Školní jídelna - výdejna;Tøebíè;0;16,06643524;49,25050857
Základní umìlecká škola;Tøebíè;0;16,1921755;49,08125127
Základní umìlecká škola;Tøebíè;0;16,0038338;49,27138287
Základní umìlecká škola;Žïár nad Sázavou;0;16,21046149;49,47700965
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,95662526;49,33546743
Základní umìlecká škola;Žïár nad Sázavou;0;16,21046149;49,47700965
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,95662526;49,33546743
Dùm dìtí a mládeže;Pelhøimov;0;15,3661866;49,38351488
Dùm dìtí a mládeže;Pelhøimov;0;15,3661866;49,38351488
Dùm dìtí a mládeže;Tøebíè;0;15,69557335;49,08323442
Dùm dìtí a mládeže;Tøebíè;0;15,69557335;49,08323442
Školní jídelna;Pelhøimov;0;15,24397721;49,39866996
Mateøská škola;Pelhøimov;0;15,24397721;49,39866996
Základní škola;Pelhøimov;15;15,24397721;49,39866996
Školní družina;Pelhøimov;24;15,24397721;49,39866996
Mateøská škola;Pelhøimov;20;15,24397721;49,39866996
Školní jídelna;Pelhøimov;22;15,24397721;49,39866996
Školní jídelna;Pelhøimov;0;15,24397721;49,39866996
Mateøská škola;Pelhøimov;0;15,24397721;49,39866996
Základní škola;Pelhøimov;15;15,24397721;49,39866996
Školní družina;Pelhøimov;24;15,24397721;49,39866996
Mateøská škola;Pelhøimov;20;15,24397721;49,39866996
Školní jídelna;Pelhøimov;22;15,24397721;49,39866996
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,80584152;49,53256383
Mateøská škola;Žïár nad Sázavou;14;15,79659947;49,59992717
Školní jídelna - výdejna;Žïár nad Sázavou;13;15,79659947;49,59992717
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,80584152;49,53256383
Mateøská škola;Žïár nad Sázavou;14;15,79659947;49,59992717
Školní jídelna - výdejna;Žïár nad Sázavou;13;15,79659947;49,59992717
Dùm dìtí a mládeže;Jihlava;0;15,39916624;49,35021387
Dùm dìtí a mládeže;Jihlava;0;15,39916624;49,35021387
Mateøská škola;Žïár nad Sázavou;26;16,06010397;49,30475058
Školní jídelna;Žïár nad Sázavou;39;16,06010397;49,30475058
Mateøská škola;Žïár nad Sázavou;26;16,06010397;49,30475058
Školní jídelna;Žïár nad Sázavou;39;16,06010397;49,30475058
Dùm dìtí a mládeže;Jihlava;0;15,67216474;49,27077804
Dùm dìtí a mládeže;Jihlava;0;15,67216474;49,27077804
Mateøská škola;Jihlava;38;15,63769275;49,39649393
Školní jídelna - výdejna;Jihlava;0;15,63769275;49,39649393
Mateøská škola;Jihlava;38;15,63769275;49,39649393
Školní jídelna - výdejna;Jihlava;0;15,63769275;49,39649393
Školní jídelna;Havlíèkùv Brod;120;15,60303569;49,6606331
Školní jídelna;Havlíèkùv Brod;120;15,60303569;49,6606331
Školní jídelna;Havlíèkùv Brod;120;15,60303569;49,6606331
Školní jídelna;Havlíèkùv Brod;120;15,60303569;49,6606331
Školní jídelna;Havlíèkùv Brod;120;15,60303569;49,6606331
Školní jídelna;Havlíèkùv Brod;120;15,60303569;49,6606331
Školní jídelna;Tøebíè;50;15,82423356;49,07349975
Mateøská škola;Tøebíè;25;15,82423356;49,07349975
Školní jídelna;Tøebíè;50;15,82423356;49,07349975
Mateøská škola;Tøebíè;25;15,82423356;49,07349975
Základní škola;Žïár nad Sázavou;50;16,06010397;49,30475058
Školní družina;Žïár nad Sázavou;15;16,06010397;49,30475058
Základní škola;Žïár nad Sázavou;50;16,06010397;49,30475058
Školní družina;Žïár nad Sázavou;15;16,06010397;49,30475058
Základní škola;Žïár nad Sázavou;30;15,92593338;49,63467224
Školní jídelna;Žïár nad Sázavou;75;15,92593338;49,63467224
Mateøská škola;Žïár nad Sázavou;27;15,92593338;49,63467224
Školní družina;Žïár nad Sázavou;21;15,92593338;49,63467224
Základní škola;Žïár nad Sázavou;30;15,92593338;49,63467224
Školní jídelna;Žïár nad Sázavou;75;15,92593338;49,63467224
Mateøská škola;Žïár nad Sázavou;27;15,92593338;49,63467224
Školní družina;Žïár nad Sázavou;21;15,92593338;49,63467224
Mateøská škola;Havlíèkùv Brod;0;15,49323345;49,70495589
Školní jídelna;Havlíèkùv Brod;0;15,49323345;49,70495589
Mateøská škola;Havlíèkùv Brod;0;15,49323345;49,70495589
Školní jídelna;Havlíèkùv Brod;0;15,49323345;49,70495589
Mateøská škola;Tøebíè;25;16,23818733;49,18189203
Školní jídelna - výdejna;Tøebíè;0;16,23818733;49,18189203
Mateøská škola;Tøebíè;25;16,23818733;49,18189203
Školní jídelna - výdejna;Tøebíè;0;16,23818733;49,18189203
Základní škola;Jihlava;31;15,47277447;49,3692983
Školní jídelna;Jihlava;45;15,47277447;49,3692983
Školní družina;Jihlava;25;15,47277447;49,3692983
Mateøská škola;Jihlava;15;15,47277447;49,3692983
Základní škola;Jihlava;31;15,47277447;49,3692983
Školní jídelna;Jihlava;45;15,47277447;49,3692983
Školní družina;Jihlava;25;15,47277447;49,3692983
Mateøská škola;Jihlava;15;15,47277447;49,3692983
Jídelna;Žïár nad Sázavou;27;16,03162593;49,39212581
Mateøská škola;Žïár nad Sázavou;24;16,03162593;49,39212581
Jídelna;Žïár nad Sázavou;27;16,03162593;49,39212581
Mateøská škola;Žïár nad Sázavou;24;16,03162593;49,39212581
Školní jídelna - výdejna;Pelhøimov;0;15,26365;49,44574517
Mateøská škola;Pelhøimov;0;15,26365;49,44574517
Školní jídelna - výdejna;Pelhøimov;0;15,26365;49,44574517
Mateøská škola;Pelhøimov;0;15,26365;49,44574517
Školní jídelna;Žïár nad Sázavou;0;16,00158045;49,49985882
Mateøská škola;Žïár nad Sázavou;0;16,00158045;49,49985882
Školní jídelna;Žïár nad Sázavou;0;16,00158045;49,49985882
Mateøská škola;Žïár nad Sázavou;0;16,00158045;49,49985882
Školní družina;Tøebíè;0;16,0648086;49,20011901
Školní jídelna;Tøebíè;110;16,0648086;49,20011901
Základní škola;Tøebíè;80;16,0648086;49,20011901
Mateøská škola;Tøebíè;0;16,0648086;49,20011901
Školní družina;Tøebíè;0;16,0648086;49,20011901
Školní jídelna;Tøebíè;110;16,0648086;49,20011901
Základní škola;Tøebíè;80;16,0648086;49,20011901
Mateøská škola;Tøebíè;0;16,0648086;49,20011901
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01224276;49,35521713
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,01224276;49,35521713
Školní jídelna;Tøebíè;60;15,64362897;49,0101196
Mateøská škola;Tøebíè;0;15,64362897;49,0101196
Školní družina;Tøebíè;30;15,64362897;49,0101196
Školní jídelna;Tøebíè;60;15,64362897;49,0101196
Mateøská škola;Tøebíè;0;15,64362897;49,0101196
Školní družina;Tøebíè;30;15,64362897;49,0101196
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,11882352;49,47546755
Dùm dìtí a mládeže;Žïár nad Sázavou;0;16,11882352;49,47546755
Školní jídelna;Havlíèkùv Brod;300;15,69096159;49,64291442
Školní jídelna;Havlíèkùv Brod;300;15,69096159;49,64291442
Školní jídelna;Havlíèkùv Brod;300;15,69096159;49,64291442
Školní jídelna;Havlíèkùv Brod;300;15,69096159;49,64291442
Školní jídelna;Havlíèkùv Brod;300;15,69096159;49,64291442
Školní jídelna;Havlíèkùv Brod;300;15,69096159;49,64291442
Dùm dìtí a mládeže;Tøebíè;0;15,72567743;49,25823569
Dùm dìtí a mládeže;Tøebíè;0;15,72567743;49,25823569
Støední škola;Žïár nad Sázavou;23;16,08500783;49,36418817
Základní škola;Žïár nad Sázavou;8;16,08500783;49,36418817
Základní škola;Žïár nad Sázavou;18;16,08500783;49,36418817
Støední škola;Žïár nad Sázavou;23;16,08500783;49,36418817
Základní škola;Žïár nad Sázavou;8;16,08500783;49,36418817
Základní škola;Žïár nad Sázavou;18;16,08500783;49,36418817
Školní jídelna;Jihlava;0;15,47998899;49,27007028
Mateøská škola;Jihlava;0;15,47998899;49,27007028
Školní jídelna;Jihlava;0;15,47998899;49,27007028
Mateøská škola;Jihlava;0;15,47998899;49,27007028
Školní družina;Tøebíè;53;15,7614172;49,08101209
Základní škola;Tøebíè;53;15,7614172;49,08101209
Školní družina;Tøebíè;53;15,7614172;49,08101209
Základní škola;Tøebíè;53;15,7614172;49,08101209
Školní jídelna - vývaøovna;Havlíèkùv Brod;60;15,75564817;49,65932865
Školní jídelna;Havlíèkùv Brod;60;15,75564817;49,65932865
Školní jídelna;Havlíèkùv Brod;60;15,75564817;49,65932865
Školní jídelna - vývaøovna;Havlíèkùv Brod;60;15,75564817;49,65932865
Školní jídelna - vývaøovna;Havlíèkùv Brod;60;15,75564817;49,65932865
Školní jídelna;Havlíèkùv Brod;60;15,75564817;49,65932865
Základní škola;Tøebíè;0;15,81803949;49,15782338
Základní umìlecká škola;Tøebíè;0;16,10760238;49,07035972
Školní družina;Tøebíè;0;15,81803949;49,15782338
Základní škola;Tøebíè;0;15,81803949;49,15782338
Základní umìlecká škola;Tøebíè;0;16,10760238;49,07035972
Školní družina;Tøebíè;0;15,81803949;49,15782338
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,93924059;49,5626335
Základní škola;Žïár nad Sázavou;64;15,93924059;49,5626335
Školní družina;Žïár nad Sázavou;15;15,93924059;49,5626335
Školní jídelna - výdejna;Žïár nad Sázavou;0;15,93924059;49,5626335
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,93924059;49,5626335
Základní škola;Žïár nad Sázavou;64;15,93924059;49,5626335
Školní družina;Žïár nad Sázavou;15;15,93924059;49,5626335
Školní jídelna - výdejna;Žïár nad Sázavou;0;15,93924059;49,5626335
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Mateøská škola;Tøebíè;20;15,97718836;49,15356057
Školní jídelna;Tøebíè;35;15,97718836;49,15356057
Základní umìlecká škola;Žïár nad Sázavou;0;15,96510859;49,46192895
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,96510859;49,46192895
Základní umìlecká škola;Žïár nad Sázavou;0;15,96510859;49,46192895
Dùm dìtí a mládeže;Žïár nad Sázavou;0;15,96510859;49,46192895
Centrum - Dùm dìtí a ml.;Havlíèkùv Brod;0;15,19960564;49,68324412
Centrum - Dùm dìtí a ml.;Havlíèkùv Brod;0;15,19960564;49,68324412
